DATAFLOW,LAST UPDATE,freq,unit,month,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,1999,4973,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2000,4736,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2001,4344,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2002,4416,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2003,4656,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2004,4741,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2005,4699,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2006,4850,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2007,4702,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2008,5418,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2009,5520,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2010,5204,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2011,5443,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2012,5002,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2013,4969,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2014,5095,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2015,5159,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2016,5397,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2017,5093,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2018,5247,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2019,5109,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2020,5141,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2021,4901,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2022,4816,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SK,2023,4031,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SM,2005,28,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SM,2012,23,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,SM,2017,20,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2004,91797,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2009,115480,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2010,108296,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2011,111889,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2012,108880,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2013,111583,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2014,117755,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2015,115370,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2016,113708,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2017,109988,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2018,106510,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2019,99507,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2020,95735,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,TR,2022,88728,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2005,37179,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2006,40733,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2007,40163,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2008,46900,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2010,43581,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2011,45425,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2012,43470,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2013,42924,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2014,40944,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2015,37891,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2016,35360,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2017,31047,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2018,28549,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2019,25649,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2020,27519,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UA,2021,24558,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1973,61531,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1974,61684,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1975,57258,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1976,56623,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1977,57006,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1978,60689,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1979,60861,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1980,63834,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1981,61692,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1982,62307,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1983,62231,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1984,63473,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1985,65160,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1986,64711,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1987,66788,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1988,67328,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1989,64123,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1990,67551,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1991,67127,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1992,66121,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1993,66776,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1994,63346,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1995,62179,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1996,63714,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1997,60659,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1998,62428,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,1999,59465,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2000,56722,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2001,56540,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2002,57962,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2003,60456,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2004,62252,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2005,63107,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2006,65993,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2007,66941,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2008,67497,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2009,67241,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2010,70087,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2011,68245,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2012,69498,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2013,66769,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2014,68461,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2015,67203,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2016,67024,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2017,65274,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,UK,2018,62485,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2005,3459,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2007,3134,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2008,3236,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2011,2487,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2015,2105,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2016,2064,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2017,1910,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2018,1950,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2019,1906,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2020,2031,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M09,XK,2021,2163,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2005,61,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2006,88,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2007,75,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2008,60,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2009,70,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2010,81,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2011,59,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2012,62,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AD,2018,36,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,1997,5890,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,1998,5002,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2004,3919,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2005,3795,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2006,2825,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2013,3429,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2014,3165,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2015,2923,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2016,2882,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2017,2803,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2018,2601,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2019,2548,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2020,2625,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2021,2411,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AL,2022,2118,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2005,3368,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2006,3545,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2007,3907,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2008,3998,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2009,4186,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2014,4205,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2015,4071,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2016,4421,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2017,3675,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2018,3695,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2019,3465,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2020,3589,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AM,2022,3395,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1960,10064,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1961,10817,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1962,10680,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1963,10686,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1964,10731,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1965,10289,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1966,10448,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1967,10514,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1968,9601,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1969,9504,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1970,8498,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1971,8754,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1972,8126,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1973,7723,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1974,7882,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1975,6965,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1976,7002,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1977,7029,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1978,6858,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1979,7075,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1980,7717,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1981,7770,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1982,7845,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1983,7376,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1984,7262,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1985,7310,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1986,7150,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1987,7044,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1988,7171,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1989,7357,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1990,7738,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1991,8058,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1992,7916,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1993,8000,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1994,7341,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1995,7537,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1996,7455,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1997,6794,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1998,6714,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,1999,6282,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2000,6433,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2001,6372,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2002,6671,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2003,6593,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2004,6521,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2005,6678,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2006,6705,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2007,6611,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2008,6539,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2009,6379,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2010,6816,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2011,6643,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2012,6839,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2013,6989,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2014,7097,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2015,7271,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2016,7465,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2017,7361,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2018,7182,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2019,7348,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2020,7195,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2021,7580,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AT,2022,7261,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2005,13297,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2006,12736,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2007,13817,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2008,14800,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2009,13862,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2010,15171,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2012,15881,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2013,15889,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2014,14483,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2015,15170,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2016,13603,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2017,12576,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2018,12994,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2019,13050,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2020,11170,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,AZ,2021,9222,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2003,3066,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2004,2997,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2005,2954,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2006,2905,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2007,3122,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2008,2976,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2009,3093,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2010,2859,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BA,2012,2818,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1960,12411,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1961,12831,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1962,13018,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1963,13132,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1964,13043,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1965,12544,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1966,12263,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1967,11794,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1968,11218,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1969,11774,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1970,11348,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1971,11473,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1972,11205,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1973,10123,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1974,10307,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1975,9531,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1976,9841,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1977,10126,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1978,10211,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1979,10559,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1980,10697,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1981,10185,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1982,9921,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1983,9575,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1984,10034,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1985,9711,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1986,9944,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1987,9947,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1988,9798,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1989,10114,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1990,10697,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1991,10609,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M10,BE,1992,10218,
