DATAFLOW,LAST UPDATE,freq,unit,month,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1963,11053,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1964,11482,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1965,11017,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1966,10415,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1967,10671,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1968,10694,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1969,10078,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1970,9271,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1971,8924,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1972,8893,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1973,8119,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1974,7672,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1975,7682,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1976,7390,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1977,6846,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1978,6821,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1979,6842,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1980,7094,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1981,7501,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1982,7407,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1983,7106,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1984,7296,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1985,6805,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1986,6820,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1987,6592,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1988,7251,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1989,6991,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1990,6886,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1991,7312,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1992,7560,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1993,7611,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1994,7466,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1995,7008,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1996,7130,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1997,6704,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1998,6266,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,1999,6150,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2000,6384,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2001,5866,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2002,6110,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2003,6023,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2004,6149,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2005,5953,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2006,6079,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2007,5847,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2008,6293,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2009,5696,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2010,5972,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2011,6112,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2012,6052,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2013,5845,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2014,6063,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2015,6281,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2016,6596,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2017,6723,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2018,6529,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2019,6363,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2020,6327,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2021,6641,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2022,6188,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AT,2023,5811,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2005,12733,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2006,12554,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2007,12983,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2008,13044,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2009,12897,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2010,12609,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2012,14425,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2013,14042,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2014,13992,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2015,13976,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2016,14898,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2017,12469,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2018,11393,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2019,11031,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2020,11042,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,AZ,2021,10172,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2003,2599,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2004,2583,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2005,2561,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2006,2451,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2007,2445,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2008,2602,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2009,2267,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2010,2646,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2012,2519,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2022,2002,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BA,2023,1947,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1960,12658,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1961,12853,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1962,12055,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1963,12684,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1964,13290,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1965,12266,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1966,11905,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1967,11447,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1968,11271,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1969,10910,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1970,10938,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1971,11103,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1972,10823,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1973,10147,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1974,9553,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1975,9385,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1976,9604,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1977,9149,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1978,9309,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1979,9242,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1980,9780,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1981,9517,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1982,9246,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1983,8804,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1984,9185,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1985,8524,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1986,8956,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1987,9024,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1988,9499,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1989,9170,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1990,9576,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1991,9357,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1992,10360,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1993,9359,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1994,9018,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1995,8704,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1996,9217,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1997,9084,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1998,8638,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,1999,8834,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2000,9321,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2001,8686,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2002,8904,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2003,8642,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2004,9125,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2005,9172,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2006,9225,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2007,9511,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2008,9867,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2009,9462,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2010,9902,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2011,9739,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2012,10059,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2013,9544,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2014,9739,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2015,9145,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2016,9511,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2017,9227,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2018,8649,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2019,8826,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2020,8733,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2021,8731,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2022,8957,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BE,2023,8523,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1994,6366,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1995,5693,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1996,5706,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1997,5091,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1998,4639,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,1999,5586,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2000,6024,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2001,5537,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2002,5008,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2003,5188,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2004,5350,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2005,5485,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2006,5547,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2007,5685,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2008,5891,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2009,6079,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2010,5678,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2011,5553,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2012,5428,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2013,4890,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2014,5245,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2015,5162,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2016,5181,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2017,4850,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2018,4655,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2019,4690,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2020,4630,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2021,4651,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2022,4398,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BG,2023,4606,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2005,6934,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2006,7302,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2007,7805,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2008,8052,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2009,8048,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2011,8034,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2012,8696,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2013,8727,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2014,8715,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2015,8476,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2016,9355,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2017,7908,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,BY,2018,7229,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1960,7973,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1961,8050,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1962,8497,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1963,8955,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1964,9513,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1965,9219,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1966,8879,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1967,8730,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1968,8781,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1969,8443,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1970,8010,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1971,7723,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1972,7717,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1973,6860,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1974,6676,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1975,6581,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1976,6352,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1977,5907,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1978,5688,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1979,5654,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1980,5999,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1981,5829,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1982,6001,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1983,5974,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1984,5998,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1985,5774,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1986,6038,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1987,5780,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1988,6471,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1989,6100,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1990,6506,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1991,6641,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1992,7037,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1993,6646,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1994,6553,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1995,6377,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1996,6711,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1997,6293,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1998,6056,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,1999,6181,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2000,6329,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2001,5581,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2002,5581,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2003,5441,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2004,5582,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2005,5670,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2006,5625,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2007,5480,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2008,6091,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2009,5834,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2010,6095,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2011,6131,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2012,6413,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2013,6091,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2014,6404,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2015,6402,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2016,6791,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2017,6610,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2018,6512,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2019,6398,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2020,6738,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2021,6876,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2022,6072,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CH,2023,5896,p
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1994,812,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1995,744,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1996,714,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1997,700,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1998,689,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,1999,600,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2000,611,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2001,608,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2002,548,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2003,571,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2004,610,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2005,592,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2006,641,
ESTAT:DEMO_FMONTH(1.0),07/07/24 23:00:00,A,NR,M02,CY,2007,584,
